GlyTouCanAccession,GlycomeDBID,GlycOID,Enzyme:RefSeqAccession,Enzyme:GeneID,Enzyme:GeneName,Enzyme:Description,Enzyme:TaxonomyID,Enzyme:Organism
G10965EB,38366,GOG875,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G10965EB,38366,GOG875,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G10965EB,38366,GOG875,NM_145939,208624,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G10965EB,38366,GOG875,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G10965EB,38366,GOG875,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G10965EB,38366,GOG875,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G10965EB,38366,GOG875,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G42584LN,38228,GOG736,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G42584LN,38228,GOG736,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G42584LN,38228,GOG736,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G42584LN,38228,GOG736,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G42584LN,38228,GOG736,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G42584LN,38228,GOG736,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G42584LN,38228,GOG736,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G42584LN,38228,GOG736,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G42584LN,38228,GOG736,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G42584LN,38228,GOG736,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G42584LN,38228,GOG736,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G42584LN,38228,GOG736,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G71284LT,38320,GOG828,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G71284LT,38320,GOG828,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G71284LT,38320,GOG828,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G71284LT,38320,GOG828,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G71284LT,38320,GOG828,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G71284LT,38320,GOG828,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G71284LT,38320,GOG828,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G71284LT,38320,GOG828,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G71284LT,38320,GOG828,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G71284LT,38320,GOG828,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G71284LT,38320,GOG828,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G71284LT,38320,GOG828,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G71284LT,38320,GOG828,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G40702WU,242,GOG19,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G40702WU,242,GOG19,NM_183142,207958,Alg11,"asparagine-linked glycosylation 11 (alpha-1,2-mannosyltransferase)",10090,Mus musculus
G40702WU,242,GOG19,NM_145477,223774,Alg12,"asparagine-linked glycosylation 12 (alpha-1,6-mannosyltransferase)",10090,Mus musculus
G40702WU,242,GOG19,NM_145939,208624,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G40702WU,242,GOG19,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G40702WU,242,GOG19,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G40702WU,242,GOG19,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G40702WU,242,GOG19,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G80537QW,13863,GOG414,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G80537QW,13863,GOG414,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G80537QW,13863,GOG414,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G80537QW,13863,GOG414,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G80537QW,13863,GOG414,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G80537QW,13863,GOG414,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G80537QW,13863,GOG414,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G80537QW,13863,GOG414,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G80537QW,13863,GOG414,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G80537QW,13863,GOG414,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G80537QW,13863,GOG414,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G80537QW,13863,GOG414,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G80537QW,13863,GOG414,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G66426KZ,38302,GOG810,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G66426KZ,38302,GOG810,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G66426KZ,38302,GOG810,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G66426KZ,38302,GOG810,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G66426KZ,38302,GOG810,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G66426KZ,38302,GOG810,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G66426KZ,38302,GOG810,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G66426KZ,38302,GOG810,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G65890UA,2581,GOG172,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G65890UA,2581,GOG172,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G65890UA,2581,GOG172,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G65890UA,2581,GOG172,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G65890UA,2581,GOG172,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G65890UA,2581,GOG172,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G65890UA,2581,GOG172,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G65890UA,2581,GOG172,NM_145939,208624,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G65890UA,2581,GOG172,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G65890UA,2581,GOG172,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G65890UA,2581,GOG172,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G65890UA,2581,GOG172,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G16873YG,8152,GOG208,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G16873YG,8152,GOG208,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G16873YG,8152,GOG208,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G16873YG,8152,GOG208,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G16873YG,8152,GOG208,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G16873YG,8152,GOG208,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G16873YG,8152,GOG208,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G16873YG,8152,GOG208,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G16873YG,8152,GOG208,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G16873YG,8152,GOG208,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G16873YG,8152,GOG208,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G16873YG,8152,GOG208,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G16873YG,8152,GOG208,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G52645LW,38103,GOG610,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G52645LW,38103,GOG610,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G52645LW,38103,GOG610,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G52645LW,38103,GOG610,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G52645LW,38103,GOG610,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G52645LW,38103,GOG610,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G52645LW,38103,GOG610,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G52645LW,38103,GOG610,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G52645LW,38103,GOG610,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G52645LW,38103,GOG610,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G52645LW,38103,GOG610,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G52645LW,38103,GOG610,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G41981MA,13847,GOG407,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G41981MA,13847,GOG407,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G41981MA,13847,GOG407,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G41981MA,13847,GOG407,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G41981MA,13847,GOG407,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G41981MA,13847,GOG407,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G41981MA,13847,GOG407,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G41981MA,13847,GOG407,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G41981MA,13847,GOG407,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G41981MA,13847,GOG407,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G41981MA,13847,GOG407,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G41981MA,13847,GOG407,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G41981MA,13847,GOG407,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G63337SS,5147,GOG68,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G63337SS,5147,GOG68,NM_133981,102580,Alg9,"asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase)",10090,Mus musculus
G63337SS,5147,GOG68,NM_145939,208624,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G63337SS,5147,GOG68,NM_183142,207958,Alg11,"asparagine-linked glycosylation 11 (alpha-1,2-mannosyltransferase)",10090,Mus musculus
G63337SS,5147,GOG68,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G63337SS,5147,GOG68,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G63337SS,5147,GOG68,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G63337SS,5147,GOG68,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G26018HD,13386,GOG276,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G26018HD,13386,GOG276,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G26018HD,13386,GOG276,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G26018HD,13386,GOG276,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G26018HD,13386,GOG276,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G26018HD,13386,GOG276,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G26018HD,13386,GOG276,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G26018HD,13386,GOG276,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G26018HD,13386,GOG276,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G26018HD,13386,GOG276,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G26018HD,13386,GOG276,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G26018HD,13386,GOG276,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G26018HD,13386,GOG276,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G02284UY,38338,GOG847,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G02284UY,38338,GOG847,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G02284UY,38338,GOG847,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G02284UY,38338,GOG847,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G02284UY,38338,GOG847,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G02284UY,38338,GOG847,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G02284UY,38338,GOG847,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G02284UY,38338,GOG847,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G02284UY,38338,GOG847,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G02284UY,38338,GOG847,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G02284UY,38338,GOG847,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G32201IL,13903,GOG427,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G32201IL,13903,GOG427,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G32201IL,13903,GOG427,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G32201IL,13903,GOG427,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G32201IL,13903,GOG427,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G32201IL,13903,GOG427,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G32201IL,13903,GOG427,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G19134QI,35181,GOG590,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G19134QI,35181,GOG590,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G19134QI,35181,GOG590,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G19134QI,35181,GOG590,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G19134QI,35181,GOG590,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G19134QI,35181,GOG590,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G19134QI,35181,GOG590,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G19134QI,35181,GOG590,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G19134QI,35181,GOG590,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G19134QI,35181,GOG590,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G19134QI,35181,GOG590,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G19134QI,35181,GOG590,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G34951CL,38316,GOG824,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G34951CL,38316,GOG824,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G34951CL,38316,GOG824,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G34951CL,38316,GOG824,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G34951CL,38316,GOG824,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G34951CL,38316,GOG824,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G34951CL,38316,GOG824,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G34951CL,38316,GOG824,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G34951CL,38316,GOG824,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G34951CL,38316,GOG824,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G34951CL,38316,GOG824,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G34951CL,38316,GOG824,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G47280HM,24419,GOG581,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G47280HM,24419,GOG581,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G47280HM,24419,GOG581,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
