UniProt Acc(canonical),status,gene_symbol,reviewed_isoforms,unreviewed_isoforms
Q9Y2T7-1,reviewed,YBX2,Q9Y2T7-1,I3L2D6-1
P32247-1,reviewed,BRS3,P32247-1,
P48050-1,reviewed,KCNJ4,P48050-1,
Q9Y3A3-1,reviewed,MOB4,Q9Y3A3-1|Q9Y3A3-2|Q9Y3A3-3,F8WAQ8-1
O00257-1,reviewed,CBX4,O00257-3|O00257-1,I3L4F1-1
Q96SJ8-1,reviewed,TSPAN18,Q96SJ8-1,E9PPB7-1
Q96LW2-1,reviewed,SGK494,Q96LW2-1|Q96LW2-2,
O15091-1,reviewed,KIAA0391,O15091-1|O15091-2|O15091-3|O15091-4,S4R3S1-1
Q13635-1,reviewed,PTCH1,Q13635-3|Q13635-1|Q13635-2|Q13635-4,F8VPA3-1
P0DJ07-1,reviewed,PET100,P0DJ07-1,A0A0A0MSK2-1
C9JDP6-1,reviewed,CLDN25,C9JDP6-1,
O43405-1,reviewed,COCH,O43405-1|O43405-2,G3V5V4-1
Q52M58-1,reviewed,C14orf177,Q52M58-1,F5GYC5-1
Q14653-1,reviewed,IRF3,Q14653-1|Q14653-2|Q14653-3|Q14653-4|Q14653-5,M0R0X9-1
P0DJR0-1,reviewed,GIMD1,P0DJR0-1,A0A1W2PPB4-1
Q9P2E2-1,reviewed,KIF17,Q9P2E2-1|Q9P2E2-3,A0A0A0MRS8-1
O60431-1,reviewed,OR1I1,O60431-1,
O75474-1,reviewed,FRAT2,O75474-1,
Q8NH19-1,reviewed,OR10AG1,Q8NH19-1,
O00311-1,reviewed,CDC7,O00311-1,B1AMW7-1
P19367-1,reviewed,HK1,P19367-1|P19367-2|P19367-3|P19367-4,B1AR61-1
M0R296-1,unreviewed,ENSG00000269035,,M0R296-1
P31943-1,reviewed,HNRNPH1,P31943-1,H0YBK1-1
Q9NZC3-1,reviewed,GDE1,Q9NZC3-1,H3BU22-1
Q8N7P3-1,reviewed,CLDN22,Q8N7P3-1,
Q9BXF3-1,reviewed,CECR2,Q9BXF3-1|Q9BXF3-2|Q9BXF3-3,H0Y2Z1-1
O60880-1,reviewed,SH2D1A,O60880-1|O60880-2|O60880-3|O60880-4|O60880-5|O60880-6,
Q9BXU3-1,reviewed,TEX13A,Q9BXU3-1,
Q8TCE6-1,reviewed,FAM45A,Q8TCE6-1|Q8TCE6-2,
Q96HA9-1,reviewed,PEX11G,Q96HA9-1|Q96HA9-2,M0R328-1
Q9H3Q1-1,reviewed,CDC42EP4,Q9H3Q1-1|Q9H3Q1-2,J3KRZ9-1
Q96FN5-1,reviewed,KIF12,Q96FN5-1,A0A1W2PPS5-1
O95168-1,reviewed,NDUFB4,O95168-1|O95168-2,F2Z3P9-1
Q9Y2A7-1,reviewed,NCKAP1,Q9Y2A7-1|Q9Y2A7-2,
Q9BWM7-1,reviewed,SFXN3,Q9BWM7-1,A0A0A0MS41-1
Q8NFV5-1,reviewed,SPDYE1,Q8NFV5-1,
P51178-1,reviewed,PLCD1,P51178-1|P51178-2,
H0UI37-1,reviewed,TSTD3,H0UI37-1,A0A1B0GUB9-1
P0C7X0-1,reviewed,HGNC:32272,P0C7X0-1,
P02585-1,reviewed,TNNC2,P02585-1,C9J7T9-1
Q9H4I9-1,reviewed,SMDT1,Q9H4I9-1,F8WDX6-1
Q8NEA6-1,reviewed,GLIS3,Q8NEA6-1|Q8NEA6-2,Q1PHJ2-1
O95222-1,reviewed,OR6A2,O95222-1,
Q76B58-1,reviewed,BRINP3,Q76B58-1|Q76B58-2,A0A0J9YVN8-1
Q8N4C8-1,reviewed,MINK1,Q8N4C8-4|Q8N4C8-1|Q8N4C8-2|Q8N4C8-3|Q8N4C8-5,I3L1U1-1
P62070-1,reviewed,RRAS2,P62070-1|P62070-2|P62070-3|P62070-4,E9PK85-1
Q8IUX1-1,reviewed,TMEM126B,Q8IUX1-1|Q8IUX1-2|Q8IUX1-3|Q8IUX1-4|Q8IUX1-5,H0YD74-1
H3BPC8-1,unreviewed,ENSG00000261833,,H3BPC8-1
P47928-1,reviewed,ID4,P47928-1,
P30281-1,reviewed,CCND3,P30281-1|P30281-2|P30281-3|P30281-4,D6RDF8-1
Q14390-1,reviewed,GGTLC2,Q14390-1,A0A0C4DG87-1
Q8NH41-1,reviewed,OR4K15,Q8NH41-1,A0A286YFH6-1
Q96S21-1,reviewed,RAB40C,Q96S21-1|Q96S21-2,H3BNV8-1
Q96JY0-1,reviewed,MAEL,Q96JY0-1|Q96JY0-2|Q96JY0-3,X6RGB1-1
Q8TAG9-1,reviewed,EXOC6,Q8TAG9-1|Q8TAG9-2,H0Y5J8-1
Q9NPA8-1,reviewed,ENY2,Q9NPA8-1|Q9NPA8-2,E5RJ84-1
Q8NHC8-1,reviewed,OR2T6,Q8NHC8-1,
A0A0B4J1Y9-1,reviewed,IGHV3-72,A0A0B4J1Y9-1,
Q7Z3D4-1,reviewed,LYSMD3,Q7Z3D4-1|Q7Z3D4-2|Q7Z3D4-3,G5E9N8-1
P0DJD4-1,reviewed,HGNC:9914,P0DJD4-1,
O60888-1,reviewed,CUTA,O60888-1|O60888-2|O60888-3,C9IZQ5-1
B9A6J9-1,reviewed,TBC1D3L,B9A6J9-1,A0A0G2JP35-1
A0A1W2PPM0-1,unreviewed,ENSG00000283963,,A0A1W2PPM0-1
Q9UBN1-1,reviewed,CACNG4,Q9UBN1-1,
Q8N9Z2-1,reviewed,CCDC71L,Q8N9Z2-1|Q8N9Z2-2,A0A0C4DGU7-1
Q9NWH2-1,reviewed,TMEM242,Q9NWH2-1,Q5T2S1-1
P60900-1,reviewed,PSMA6,P60900-1|P60900-2|P60900-3,H0YJC4-1
Q5HY98-1,reviewed,ZNF766,Q5HY98-1,M0R2R1-1
Q569H4-1,reviewed,PRR16,Q569H4-1|Q569H4-2|Q569H4-3,A0A0A0MSW7-1
A6NLU5-1,reviewed,VSTM2B,A6NLU5-1,
Q9UHC7-1,reviewed,MKRN1,Q9UHC7-1|Q9UHC7-2|Q9UHC7-3|Q9UHC7-4,C9J031-1
Q9H094-1,reviewed,NBPF3,Q9H094-1|Q9H094-2|Q9H094-3|Q9H094-4|Q9H094-5,X6RCV0-1
Q8NH06-1,reviewed,OR1P1,Q8NH06-1,
H0YAE9-1,unreviewed,ENSG00000249141,,H0YAE9-1
A1L0T0-1,reviewed,ILVBL,A1L0T0-1,M0QZX5-1
Q9H6A0-1,reviewed,DENND2D,Q9H6A0-1|Q9H6A0-2,
Q9UKY4-1,reviewed,POMT2,Q9UKY4-1|Q9UKY4-2,H0YJK9-1
P08047-1,reviewed,SP1,P08047-1|P08047-2|P08047-3,H3BUU5-1
Q8WVZ1-1,reviewed,ZDHHC19,Q8WVZ1-1|Q8WVZ1-2,A0A0B4J1W2-1
Q5M8T2-1,reviewed,SLC35D3,Q5M8T2-1,
Q16670-1,reviewed,ZSCAN26,Q16670-1|Q16670-2,A0A087WXH0-1
P46776-1,reviewed,RPL27A,P46776-1,E9PJD9-1
H0YJ10-1,unreviewed,ENSG00000258466,,H0YJ10-1
Q5HYN5-1,reviewed,CT45A1,Q5HYN5-1,
O00237-1,reviewed,RNF103,O00237-1,
Q86UT8-1,reviewed,CCDC84,Q86UT8-1,E9PPT8-1
Q9H845-1,reviewed,ACAD9,Q9H845-1,H0Y8Z9-1
P15291-1,reviewed,B4GALT1,P15291-1|P15291-2,Q86XA6-1
P28332-1,reviewed,ADH6,P28332-1|P28332-2,Q8IUN7-1
Q6ZQX7-1,reviewed,C17orf97,Q6ZQX7-1|Q6ZQX7-2|Q6ZQX7-3|Q6ZQX7-4,I3L0T0-1
Q8WUH6-1,reviewed,TMEM263,Q8WUH6-1,F8VPI2-1
O43251-1,reviewed,RBFOX2,O43251-10|O43251-1|O43251-2|O43251-3|O43251-4|O43251-5|O43251-6|O43251-7|O43251-8|O43251-9,B0QYY7-1
Q9HAV0-1,reviewed,GNB4,Q9HAV0-1,C9JD14-1
Q5TA81-1,reviewed,LCE2C,Q5TA81-1,
F5H094-1,unreviewed,ENSG00000257046,,F5H094-1
P42658-1,reviewed,DPP6,P42658-1|P42658-2,A0A087WTG7-1
Q8NBT0-1,reviewed,POC1A,Q8NBT0-1|Q8NBT0-2|Q8NBT0-3,
P62837-1,reviewed,UBE2D2,P62837-1|P62837-2,D6RFM0-1
Q6A162-1,reviewed,KRT40,Q6A162-1,G3V1C2-1
Q9UNW8-1,reviewed,GPR132,Q9UNW8-1|Q9UNW8-2|Q9UNW8-3,F8VRH8-1
Q9P232-1,reviewed,CNTN3,Q9P232-1,
Q9H257-1,reviewed,CARD9,Q9H257-1|Q9H257-2|Q9H257-3,A0A286YFD5-1
Q99075-1,reviewed,HBEGF,Q99075-1,
Q96SF7-1,reviewed,TBX15,Q96SF7-1|Q96SF7-2,Q5JT55-1
Q52MB2-1,reviewed,CCDC184,Q52MB2-1,
Q8TDJ6-1,reviewed,DMXL2,Q8TDJ6-1|Q8TDJ6-2|Q8TDJ6-3,H0YM41-1
P13056-1,reviewed,NR2C1,P13056-1|P13056-2|P13056-3,A0A087WUK4-1
Q96KH6-1,reviewed,HGNC:24918,Q96KH6-1,
Q7Z4J2-1,reviewed,GLT6D1,Q7Z4J2-1,A0A087X017-1
Q9Y2X0-1,reviewed,MED16,Q9Y2X0-1|Q9Y2X0-2|Q9Y2X0-3|Q9Y2X0-4|Q9Y2X0-5,B9TX21-1
Q02325-1,reviewed,PLGLB1,Q02325-1,F8WCD6-1
O75366-1,reviewed,AVIL,O75366-1|O75366-2,F8VVU1-1
Q2M2E5-1,reviewed,HGNC:26744,Q2M2E5-1,
Q9NZS9-1,reviewed,BFAR,Q9NZS9-1|Q9NZS9-2,H3BTG6-1
Q03989-1,reviewed,ARID5A,Q03989-1|Q03989-5,F6Q9D3-1
Q96C55-1,reviewed,ZNF524,Q96C55-1,K7EP10-1
Q8N3X6-1,reviewed,LCORL,Q8N3X6-1|Q8N3X6-2|Q8N3X6-3,A0A1B0GVP4-1
Q9NQR4-1,reviewed,NIT2,Q9NQR4-1,F8WF58-1
Q9UKP6-1,reviewed,UTS2R,Q9UKP6-1,
P49257-1,reviewed,LMAN1,P49257-1,
Q96PX6-1,reviewed,CCDC85A,Q96PX6-1,
Q7Z2V1-1,reviewed,C16orf82,Q7Z2V1-1,A0A1B0GUF1-1
Q5SZK8-1,reviewed,FREM2,Q5SZK8-1|Q5SZK8-2,
Q96IK5-1,reviewed,GMCL1,Q96IK5-1,
Q8IWN6-1,reviewed,HGNC:30612,Q8IWN6-1,
P98172-1,reviewed,EFNB1,P98172-1,
O43526-1,reviewed,KCNQ2,O43526-1|O43526-2|O43526-3|O43526-4|O43526-5|O43526-6,A0A0D9SFE0-1
Q8IUX4-1,reviewed,APOBEC3F,Q8IUX4-1|Q8IUX4-2|Q8IUX4-3,
Q96JA1-1,reviewed,LRIG1,Q96JA1-1|Q96JA1-2,
O60383-1,reviewed,GDF9,O60383-1,B4DXG3-1
O43164-1,reviewed,PJA2,O43164-1|O43164-2,
P59282-1,reviewed,TPPP2,P59282-1,D6R9S2-1
P09936-1,reviewed,UCHL1,P09936-1,D6RE83-1
P49841-1,reviewed,GSK3B,P49841-1|P49841-2,
Q6NUJ5-1,reviewed,PWWP2B,Q6NUJ5-1|Q6NUJ5-2,
P0DMW2-1,reviewed,NLRP2B,P0DMW2-1,
A0A286YFB4-1,unreviewed,ENSG00000284643,,A0A286YFB4-1
P19256-1,reviewed,CD58,P19256-1|P19256-2|P19256-3,B1AMW1-1
P11441-1,reviewed,UBL4A,P11441-1,Q5HY81-1
Q6UXN8-1,reviewed,CLEC9A,Q6UXN8-1,
P00746-1,reviewed,CFD,P00746-1,K7ERG9-1
Q9HCC6-1,reviewed,HES4,Q9HCC6-1,E9PB28-1
O75871-1,reviewed,CEACAM4,O75871-1,M0R363-1
Q8NCR0-1,reviewed,B3GALNT2,Q8NCR0-1|Q8NCR0-2,A0A087WY64-1
P23276-1,reviewed,KEL,P23276-1,E9PHG0-1
P0DO92-1,reviewed,HGNC:48609,P0DO92-1,
Q8NHG7-1,reviewed,SVIP,Q8NHG7-1,
Q9BYZ6-1,reviewed,RHOBTB2,Q9BYZ6-1|Q9BYZ6-2|Q9BYZ6-3,E5RI44-1
Q08345-1,reviewed,DDR1,Q08345-1|Q08345-2|Q08345-4|Q08345-5|Q08345-6,A0A0G2JJA0-1
Q9UGP8-1,reviewed,SEC63,Q9UGP8-1,A6PVC9-1
P51878-1,reviewed,CASP5,P51878-1|P51878-2|P51878-3|P51878-4|P51878-5|P51878-6,C9JF14-1
P0DMM9-1,reviewed,SULT1A3,P0DMM9-1|P0DMM9-2|P0DMM9-3,A0A0A6YYL2-1
Q8NGJ6-1,reviewed,OR51A4,Q8NGJ6-1,
Q9Y5H4-1,reviewed,PCDHGA1,Q9Y5H4-1|Q9Y5H4-2,
P0CL84-1,reviewed,HGNC:33886,P0CL84-1|P0CL84-2,
P01116-1,reviewed,KRAS,P01116-2|P01116-1,G3V4K2-1
Q5EBL4-1,reviewed,RILPL1,Q5EBL4-1|Q5EBL4-2|Q5EBL4-3,A0A1B0GVV3-1
O75439-1,reviewed,PMPCB,O75439-1,F8WAZ6-1
A0A075B6X4-1,unreviewed,TRAJ28,,A0A075B6X4-1
P01568-1,reviewed,IFNA21,P01568-1,
O75533-1,reviewed,SF3B1,O75533-1|O75533-2,F8WC19-1
Q96HJ5-1,reviewed,MS4A3,Q96HJ5-1|Q96HJ5-2|Q96HJ5-3,E9PRW8-1
P06734-1,reviewed,FCER2,P06734-1,K3W4U1-1
A8MT82-1,reviewed,HGNC:23660,A8MT82-1,
O14757-1,reviewed,CHEK1,O14757-1|O14757-2|O14757-3,A0A087WY91-1
Q8WY50-1,reviewed,PLAC4,Q8WY50-1,
Q8NG83-1,reviewed,OR2M3,Q8NG83-1,
P05108-1,reviewed,CYP11A1,P05108-1|P05108-2,H3BSZ1-1
Q9H6U8-1,reviewed,ALG9,Q9H6U8-1|Q9H6U8-2|Q9H6U8-3|Q9H6U8-4,H0YCW6-1
Q8NI29-1,reviewed,FBXO27,Q8NI29-1,M0R1C3-1
O14788-1,reviewed,TNFSF11,O14788-1|O14788-2|O14788-3,
P59022-1,reviewed,HGNC:16302,P59022-1,
Q5T4F7-1,reviewed,SFRP5,Q5T4F7-1,
P08237-1,reviewed,PFKM,P08237-1|P08237-2|P08237-3,F8VX13-1
O60240-1,reviewed,PLIN1,O60240-1,H0YM16-1
O14520-1,reviewed,AQP7,O14520-1|O14520-2,A0A096LNU3-1
Q5VWQ8-1,reviewed,DAB2IP,Q5VWQ8-2|Q5VWQ8-1|Q5VWQ8-3|Q5VWQ8-4|Q5VWQ8-5,H0Y3A3-1
Q7L2H7-1,reviewed,EIF3M,Q7L2H7-1|Q7L2H7-2,E9PRI2-1
P57738-1,reviewed,TCTA,P57738-1,
Q9UF83-1,reviewed,-,Q9UF83-1,
Q7Z4M0-1,reviewed,REC114,Q7Z4M0-1,H0YKR2-1
Q9ULM0-1,reviewed,PLEKHH1,Q9ULM0-1|Q9ULM0-2,H0YKY5-1
A0A1W2PPF3-1,unreviewed,DUXB,,A0A1W2PPF3-1
P22792-1,reviewed,CPN2,P22792-1,
Q9NP58-1,reviewed,ABCB6,Q9NP58-1|Q9NP58-4,H7C1R6-1
Q9NQN1-1,reviewed,OR2S2,Q9NQN1-1,
Q8WW27-1,reviewed,APOBEC4,Q8WW27-1,
Q8N5K1-1,reviewed,CISD2,Q8N5K1-1,D6RCF4-1
P49767-1,reviewed,VEGFC,P49767-1,
P0C6A0-1,reviewed,ZGLP1,P0C6A0-1,B5MCP8-1
Q02383-1,reviewed,SEMG2,Q02383-1,
Q8NCL9-1,reviewed,APCDD1L,Q8NCL9-1,A2A2P3-1
Q8IY26-1,reviewed,PLPP6,Q8IY26-1,
A0A075B7B8-1,unreviewed,IGHV3OR16-12,,A0A075B7B8-1
Q53GL0-1,reviewed,PLEKHO1,Q53GL0-1|Q53GL0-2,Q5T4P9-1
Q14153-1,reviewed,FAM53B,Q14153-1|Q14153-2,
Q8IZF2-1,reviewed,ADGRF5,Q8IZF2-1|Q8IZF2-2|Q8IZF2-3,
Q8NBI3-1,reviewed,DRAXIN,Q8NBI3-1,
Q4G0S7-1,reviewed,CCDC152,Q4G0S7-1|Q4G0S7-2,
P49910-1,reviewed,ZNF165,P49910-1,
A0A096LP01-1,reviewed,SMIM26,A0A096LP01-1,A0A096LPB8-1
Q00978-1,reviewed,IRF9,Q00978-1,H7BXP4-1
P23511-1,reviewed,NFYA,P23511-2|P23511-1,
Q9HCE9-1,reviewed,ANO8,Q9HCE9-1|Q9HCE9-2,M0QYD2-1
P13639-1,reviewed,EEF2,P13639-1,M0R0I6-1
A0A087X1G2-1,reviewed,TBC1D3K,A0A087X1G2-1,A0A0G2JPY0-1
B9A019-1,unreviewed,ENSG00000183292,,B9A019-1
Q9C0D0-1,reviewed,PHACTR1,Q9C0D0-1|Q9C0D0-2,A0A0U1RR13-1
Q14353-1,reviewed,GAMT,Q14353-1|Q14353-2,K7EM34-1
Q6UXP9-1,reviewed,UNQ9370/PRO34162,Q6UXP9-1,
Q9BXI9-1,reviewed,C1QTNF6,Q9BXI9-1|Q9BXI9-2|Q9BXI9-3,F8WC87-1
Q64LD2-1,reviewed,WDR25,Q64LD2-1|Q64LD2-2,G3V2K8-1
A0A075B6S5-1,reviewed,IGKV1-27,A0A075B6S5-1,
Q02094-1,reviewed,RHAG,Q02094-1|Q02094-2,A0A0A0MQS8-1
P01584-1,reviewed,IL1B,P01584-1,C9JSC2-1
Q6ZSZ6-1,reviewed,TSHZ1,Q6ZSZ6-1|Q6ZSZ6-2,H0YN23-1
Q66K64-1,reviewed,DCAF15,Q66K64-1,K7ENG0-1
Q9NZN8-1,reviewed,CNOT2,Q9NZN8-1|Q9NZN8-2|Q9NZN8-3|Q9NZN8-4|Q9NZN8-5,F8VVD4-1
Q8WWV6-1,reviewed,FCAMR,Q8WWV6-1|Q8WWV6-2|Q8WWV6-3|Q8WWV6-4,F8W7R9-1
O95900-1,reviewed,TRUB2,O95900-1|O95900-2,
Q9H1A7-1,reviewed,POLR2J3,Q9H1A7-1,D6RAG0-1
Q96MT8-1,reviewed,CEP63,Q96MT8-3|Q96MT8-1|Q96MT8-2|Q96MT8-4,H0Y900-1
Q9H078-1,reviewed,CLPB,Q9H078-1|Q9H078-2|Q9H078-3|Q9H078-4|Q9H078-5,H0YGM0-1
Q16769-1,reviewed,QPCT,Q16769-1|Q16769-2,B5MCZ9-1
A0A096LPK9-1,unreviewed,ENSG00000279408,,A0A096LPK9-1
Q9NYJ1-1,reviewed,COA4,Q9NYJ1-1|Q9NYJ1-2,
O75715-1,reviewed,GPX5,O75715-1|O75715-2,
Q5DT21-1,reviewed,SPINK9,Q5DT21-1,D6RJC5-1
Q8N9F8-1,reviewed,ZNF454,Q8N9F8-1,
Q5T4T1-1,reviewed,TMEM170B,Q5T4T1-1,
Q6ZVL8-1,reviewed,-,Q6ZVL8-1,
Q8IU53-1,reviewed,HGNC:22933,Q8IU53-1|Q8IU53-2|Q6XLA1-1,
P51398-1,reviewed,DAP3,P51398-1|P51398-2|P51398-3,V9GYC9-1
A0A087WT02-1,unreviewed,TRAV9-2,,A0A087WT02-1
A8MU76-1,reviewed,-,A8MU76-1,
Q6ZNE5-1,reviewed,ATG14,Q6ZNE5-1|Q6ZNE5-2,
Q8NHC5-1,reviewed,OR14A16,Q8NHC5-1,
Q8IYB0-1,reviewed,-,Q8IYB0-1,
Q9BQE6-1,reviewed,LBHD1,Q9BQE6-1|Q9BQE6-2,F5H6J2-1
P21128-1,reviewed,ENDOU,P21128-1|P21128-2|P21128-3,
A0A0G2JLJ8-1,unreviewed,IGHD5OR15-5A,,A0A0G2JLJ8-1
Q92979-1,reviewed,EMG1,Q92979-1,A0A087WWQ2-1
Q9Y4C0-1,reviewed,NRXN3,Q9HDB5-1|Q9HDB5-2|Q9HDB5-3|Q9HDB5-4|Q9Y4C0-1|Q9Y4C0-3|Q9Y4C0-4,
O75952-1,reviewed,CABYR,O75952-1|O75952-2|O75952-3|O75952-4|O75952-5|O75952-6,G9BQT7-1
Q969G6-1,reviewed,RFK,Q969G6-1,H7C4G0-1
P29536-1,reviewed,LMOD1,P29536-1|P29536-2,Q9BV00-1
P14651-1,reviewed,HOXB3,P14651-1|P14651-2|P14651-3,F8VXG0-1
Q13214-1,reviewed,SEMA3B,Q13214-1|Q13214-2,A0A0C4DGV8-1
Q8N136-1,reviewed,DAW1,Q8N136-1|Q8N136-2,C9JBF9-1
O60262-1,reviewed,GNG7,O60262-1,K7ESC6-1
Q9UGC7-1,reviewed,MTRF1L,Q9UGC7-1|Q9UGC7-2|Q9UGC7-3|Q9UGC7-4,Q5TF45-1
Q99680-1,reviewed,GPR22,Q99680-1,
Q9H8V3-1,reviewed,ECT2,Q9H8V3-1|Q9H8V3-2|Q9H8V3-3|Q9H8V3-4,C9JDV9-1
Q9NX24-1,reviewed,NHP2,Q9NX24-1,H0YC83-1
Q99797-1,reviewed,MIPEP,Q99797-1,
Q96HH9-1,reviewed,GRAMD2B,Q96HH9-1|Q96HH9-2|Q96HH9-3|Q96HH9-4|Q96HH9-5,D6R9P9-1
Q9Y4L5-1,reviewed,RNF115,Q9Y4L5-1,
Q9C0F1-1,reviewed,CEP44,Q9C0F1-1|Q9C0F1-2,D6RC25-1
Q6P1L5-1,reviewed,FAM117B,Q6P1L5-1|Q6P1L5-2,
Q14031-1,reviewed,COL4A6,Q14031-1|Q14031-2,A0A087WZY5-1
Q9P2G4-1,reviewed,MAP10,Q9P2G4-1,
Q5T5P2-1,reviewed,KIAA1217,Q5T5P2-6|Q5T5P2-1|Q5T5P2-2|Q5T5P2-3|Q5T5P2-4|Q5T5P2-7|Q5T5P2-8|Q5T5P2-9|Q5T5P2-10,A0A1B0GU17-1
P49815-1,reviewed,TSC2,P49815-1|P49815-2|P49815-3|P49815-4|P49815-5|P49815-6|P49815-7|P49815-8,I3L3B1-1
Q5U4N7-1,reviewed,GDF5OS,Q5U4N7-1,
Q9H195-1,reviewed,HGNC:13384,Q9H195-1,
Q9UP65-1,reviewed,PLA2G4C,Q9UP65-1|Q9UP65-2|Q9UP65-3,M0R0M8-1
Q8WXG9-1,reviewed,ADGRV1,Q8WXG9-1|Q8WXG9-2|Q8WXG9-3|Q8WXG9-4,A0A1W2PQK7-1
Q9UKJ1-1,reviewed,PILRA,Q9UKJ1-1|Q9UKJ1-2|Q9UKJ1-3|Q9UKJ1-4,C9JJ79-1
Q8NGC6-1,reviewed,OR4K17,Q8NGC6-1,
Q53GQ0-1,reviewed,HSD17B12,Q53GQ0-1|Q53GQ0-2,A0A1B0GV93-1
Q96JN8-1,reviewed,NEURL4,Q96JN8-1|Q96JN8-2,I3L2W2-1
U3KQV3-1,unreviewed,ENSG00000271810,,U3KQV3-1
Q9UHC3-1,reviewed,ASIC3,Q9UHC3-1|Q9UHC3-2|Q9UHC3-3|Q9UHC3-4,H7C5N6-1
Q3LI72-1,reviewed,KRTAP19-5,Q3LI72-1,
P15391-1,reviewed,CD19,P15391-1|P15391-2,
Q6PJT7-1,reviewed,ZC3H14,Q6PJT7-1|Q6PJT7-2|Q6PJT7-3|Q6PJT7-4|Q6PJT7-5|Q6PJT7-6|Q6PJT7-8|Q6PJT7-9|Q6PJT7-10|Q6PJT7-11,H0YJ87-1
P31153-1,reviewed,MAT2A,P31153-1|P31153-2,
O60733-1,reviewed,PLA2G6,O60733-1|O60733-2|O60733-3|O60733-4,F8WEQ9-1
Q5T2Q4-1,reviewed,HGNC:23495,Q5T2Q4-1,
A0A0U1RQB7-1,unreviewed,BUB1B-PAK6,,A0A0U1RQB7-1
Q9BUB4-1,reviewed,ADAT1,Q9BUB4-1|Q9BUB4-2,H3BP18-1
Q96LU5-1,reviewed,IMMP1L,Q96LU5-1,E9PR99-1
Q96EH5-1,reviewed,RPL39L,Q96EH5-1,
Q9H0C8-1,reviewed,ILKAP,Q9H0C8-1,H7C2I8-1
Q9Y2Z9-1,reviewed,COQ6,Q9Y2Z9-1|Q9Y2Z9-2|Q9Y2Z9-3,G3V3L0-1
O75390-1,reviewed,CS,O75390-1,F8W642-1
A0A0G2JNG1-1,unreviewed,ENSG00000274563,,A0A0G2JNG1-1
Q01995-1,reviewed,TAGLN,Q01995-1,H0YCU9-1
P30953-1,reviewed,OR1E1,P30953-1,
Q96FQ7-1,reviewed,HGNC:28278,Q96FQ7-1,
Q96KG9-1,reviewed,SCYL1,Q96KG9-1|Q96KG9-2|Q96KG9-3|Q96KG9-4|Q96KG9-5|Q96KG9-6,E9PK59-1
Q9NNX9-1,reviewed,VCX3A,Q9NNX9-1,E7ESE9-1
Q96FA3-1,reviewed,PELI1,Q96FA3-1,
P49795-1,reviewed,RGS19,P49795-1,
O75325-1,reviewed,LRRN2,O75325-1,
O00533-1,reviewed,CHL1,O00533-1|O00533-2,H7C0J0-1
Q5QP82-1,reviewed,DCAF10,Q5QP82-1|Q5QP82-2,A0A0A0MQT4-1
Q9BQ13-1,reviewed,KCTD14,Q9BQ13-1|Q9BQ13-2|E9PQ53-1,
Q9UKL3-1,reviewed,CASP8AP2,Q9UKL3-1,A0A096LP21-1
P23743-1,reviewed,DGKA,P23743-1|P23743-2|P23743-3,G3V327-1
Q93100-1,reviewed,PHKB,Q93100-1|Q93100-2|Q93100-3|Q93100-4,A0A0G2JLB9-1
Q96I76-1,reviewed,GPATCH3,Q96I76-1,H0Y5H5-1
P63302-1,reviewed,SELENOW,P63302-1,M0QYX1-1
A0A0X1KG70-1,unreviewed,ENSG00000182974,,A0A0X1KG70-1
O60814-1,reviewed,HIST1H2BK,O60814-1,
P10314-1,reviewed,HLA-A,P10314-1,
P80098-1,reviewed,CCL7,P80098-1,A8MX17-1
Q8NBF1-1,reviewed,GLIS1,Q8NBF1-1,A0A0D9SEX9-1
Q6ZSR9-1,reviewed,-,Q6ZSR9-1,
P55081-1,reviewed,MFAP1,P55081-1,
Q6L8Q7-1,reviewed,PDE12,Q6L8Q7-1|Q6L8Q7-2,F6T1Q0-1
I3L0S3-1,reviewed,HGNC:45036,I3L0S3-1,
Q8IWF9-1,reviewed,CCDC83,Q8IWF9-1|Q8IWF9-2|Q8IWF9-3,H0YDV3-1
Q6NT52-1,reviewed,CGB2,Q6NT52-1|Q6NT52-2,H9KV56-1
A0A0G2JMI3-1,reviewed,HGNC:5562,A0A0G2JMI3-1,
Q8IZ69-1,reviewed,TRMT2A,Q8IZ69-1|Q8IZ69-2,H7BZZ4-1
Q9NYB5-1,reviewed,SLCO1C1,Q9NYB5-1|Q9NYB5-2|Q9NYB5-3|Q9NYB5-4,F5H6S4-1
Q6UW49-1,reviewed,SPESP1,Q6UW49-1,
Q9UKG9-1,reviewed,CROT,Q9UKG9-1|Q9UKG9-2|Q9UKG9-3,C9J3D7-1
Q3MIX3-1,reviewed,ADCK5,Q3MIX3-1,E9PJ20-1
O75410-1,reviewed,TACC1,O75410-6|O75410-1|O75410-2|O75410-3|O75410-4|O75410-5|O75410-7|O75410-8,H0YBT8-1
Q5D862-1,reviewed,FLG2,Q5D862-1,
O95568-1,reviewed,METTL18,O95568-1,Q5TI78-1
A0A0A6YYK4-1,unreviewed,TRBV7-1,,A0A0A6YYK4-1
P33402-1,reviewed,GUCY1A2,P33402-1|P33402-2|P33402-3,
Q04760-1,reviewed,GLO1,Q04760-1|Q04760-2,
P01912-1,reviewed,HLA-DRB1,P01912-1,
Q56NI9-1,reviewed,ESCO2,Q56NI9-1|Q56NI9-2,E5RFP7-1
P04183-1,reviewed,TK1,P04183-1,K7ES52-1
P26599-1,reviewed,PTBP1,P26599-1|P26599-2|P26599-3,A0A087WUW5-1
